entity_id,type,code,canonical_name,tier,market_cap_bil,aliases,parent,gics1,gics2,gics3,sources
TICKER:BID,TICKER,BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,1,278071.7,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam | Đầu tư và Phát triển Việt Nam | BIDV,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BIG,TICKER,BIG,CTCP Tập đoàn Đầu tư Big,2,160.65,CTCP Tập đoàn Đầu tư Big | Đầu tư Big,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BIO,TICKER,BIO,CTCP Vắc xin và Sinh phẩm Nha Trang,2,102.62,CTCP Vắc xin và Sinh phẩm Nha Trang | Vắc xin và Sinh phẩm Nha Trang,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BKC,TICKER,BKC,CTCP Khoáng sản Bắc Kạn,1,374.56,CTCP Khoáng sản Bắc Kạn | Khoáng sản Bắc Kạn,,Nguyên vật liệu,Kim loại & Khai khoáng,Kim loại không chứa sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BKG,TICKER,BKG,CTCP Đầu tư BKG Việt Nam,2,132.48,CTCP Đầu tư BKG Việt Nam | Đầu tư BKG Việt Nam,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Gỗ và các sản phẩm từ gỗ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BLI,TICKER,BLI,Tổng Công ty cổ phần Bảo hiểm Bảo Long,1,480.0,Tổng Công ty cổ phần Bảo hiểm Bảo Long | Bảo hiểm Bảo Long,,Tài chính,Bảo hiểm,Bảo hiểm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BMC,TICKER,BMC,CTCP Khoáng sản Bình Định,2,134.46,CTCP Khoáng sản Bình Định | Khoáng sản Bình Định,,Nguyên vật liệu,Kim loại & Khai khoáng,Kim loại không chứa sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BMF,TICKER,BMF,CTCP Vật liệu Xây dựng và Chất đốt Đồng Nai,2,120.45,CTCP Vật liệu Xây dựng và Chất đốt Đồng Nai | Vật liệu Xây dựng và Chất đốt Đồng Nai,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BMI,TICKER,BMI,Tổng Công ty cổ phần Bảo Minh,1,2009.81,Tổng Công ty cổ phần Bảo Minh | Bảo Minh,,Tài chính,Bảo hiểm,Bảo hiểm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BMJ,TICKER,BMJ,CTCP Khoáng sản Miền Đông AHP,1,1459.5,CTCP Khoáng sản Miền Đông AHP | Khoáng sản Miền Đông AHP,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BMP,TICKER,BMP,CTCP Nhựa Bình Minh,1,11313.18,CTCP Nhựa Bình Minh | Nhựa Bình Minh,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BMS,TICKER,BMS,CTCP Chứng khoán Bảo Minh,1,2710.87,CTCP Chứng khoán Bảo Minh | Chứng khoán Bảo Minh,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
SECURITY_OTHER:BNTB,SECURITY_OTHER,BNTB,BNTB,1,,,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,industry_classification/industry_classification.xlsx
TICKER:BNW,TICKER,BNW,CTCP Nước sạch Bắc Ninh,1,638.34,CTCP Nước sạch Bắc Ninh | Nước sạch Bắc Ninh,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BQP,TICKER,BQP,CTCP Nhựa Chất lượng cao Bình Thuận,2,281.2,CTCP Nhựa Chất lượng cao Bình Thuận | Nhựa Chất lượng cao Bình Thuận,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BRC,TICKER,BRC,CTCP Cao su Bến Thành,2,135.51,CTCP Cao su Bến Thành | Cao su Bến Thành,,Hàng tiêu dùng không thiết yếu,Ô tô & Phụ tùng,Lốp & Cao su,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BRR,TICKER,BRR,CTCP Cao su Bà Rịa,1,1957.5,CTCP Cao su Bà Rịa | Cao su Bà Rịa,,Hàng tiêu dùng không thiết yếu,Ô tô & Phụ tùng,Lốp & Cao su,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSA,TICKER,BSA,CTCP Thủy điện Buôn Đôn,1,1350.39,CTCP Thủy điện Buôn Đôn | Thủy điện Buôn Đôn,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSG,TICKER,BSG,CTCP Xe khách Sài Gòn,1,480.0,CTCP Xe khách Sài Gòn | Xe khách Sài Gòn,,Công nghiệp,Vận tải,Vận tải đường bộ & đường sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSH,TICKER,BSH,CTCP Bia Sài Gòn - Hà Nội,1,324.0,CTCP Bia Sài Gòn - Hà Nội | Bia Sài Gòn - Hà Nội,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSI,TICKER,BSI,CTCP Chứng khoán BIDV,1,7152.39,CTCP Chứng khoán BIDV | Chứng khoán BIDV,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSL,TICKER,BSL,CTCP Bia Sài Gòn - Sông Lam,1,553.5,CTCP Bia Sài Gòn - Sông Lam | Bia Sài Gòn - Sông Lam,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSP,TICKER,BSP,CTCP Bia Sài Gòn - Phú Thọ,2,202.5,CTCP Bia Sài Gòn - Phú Thọ | Bia Sài Gòn - Phú Thọ,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSQ,TICKER,BSQ,CTCP Bia Sài Gòn - Quảng Ngãi,1,711.0,CTCP Bia Sài Gòn - Quảng Ngãi | Bia Sài Gòn - Quảng Ngãi,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BSR,TICKER,BSR,CTCP - Tổng Công ty Lọc hóa dầu Việt Nam,1,142708.04,CTCP - Tổng Công ty Lọc hóa dầu Việt Nam | Lọc hóa dầu Việt Nam | Lọc hóa dầu Bình Sơn | Lọc dầu Bình Sơn,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BT1,TICKER,BT1,CTCP Bảo vệ Thực vật 1 Trung Ương,2,120.0,CTCP Bảo vệ Thực vật 1 Trung Ương | Bảo vệ Thực vật 1 Trung Ương,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BT6,TICKER,BT6,CTCP Beton 6,2,111.88,CTCP Beton 6 | Beton 6,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BTD,TICKER,BTD,CTCP Bê tông Ly tâm Thủ Đức,2,126.96,CTCP Bê tông Ly tâm Thủ Đức | Bê tông Ly tâm Thủ Đức,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BTH,TICKER,BTH,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội,1,480.0,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội | Chế tạo Biến thế và Vật liệu Điện Hà Nội,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BTP,TICKER,BTP,CTCP Nhiệt điện Bà Rịa,1,433.08,CTCP Nhiệt điện Bà Rịa | Nhiệt điện Bà Rịa,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BTS,TICKER,BTS,CTCP Xi măng VICEM Bút Sơn,1,580.73,CTCP Xi măng VICEM Bút Sơn | Xi măng VICEM Bút Sơn,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BTT,TICKER,BTT,CTCP Thương mại Dịch vụ Bến Thành,1,540.0,CTCP Thương mại Dịch vụ Bến Thành | Thương mại Dịch vụ Bến Thành,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BTV,TICKER,BTV,CTCP Dịch vụ Du lịch Bến Thành,1,499.13,CTCP Dịch vụ Du lịch Bến Thành | Dịch vụ Du lịch Bến Thành,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BTW,TICKER,BTW,CTCP Cấp nước Bến Thành,1,926.64,CTCP Cấp nước Bến Thành | Cấp nước Bến Thành,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BVB,TICKER,BVB,Ngân hàng TMCP Bản Việt,1,7145.14,Ngân hàng TMCP Bản Việt | Bản Việt,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BVH,TICKER,BVH,Tập đoàn Bảo Việt,1,50477.95,Tập đoàn Bảo Việt | Bảo Việt,,Tài chính,Bảo hiểm,Bảo hiểm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BVL,TICKER,BVL,CTCP BV Land,1,1287.52,CTCP BV Land | BV Land,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BVS,TICKER,BVS,CTCP Chứng khoán Bảo Việt,1,1963.84,CTCP Chứng khoán Bảo Việt | Chứng khoán Bảo Việt,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BWE,TICKER,BWE,CTCP - Tổng công ty nước - môi trường Bình Dương,1,10518.87,CTCP - Tổng công ty nước - môi trường Bình Dương | nước - môi trường Bình Dương,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:BWS,TICKER,BWS,CTCP Cấp nước Bà Rịa - Vũng Tàu,1,3050.23,CTCP Cấp nước Bà Rịa - Vũng Tàu | Cấp nước Bà Rịa - Vũng Tàu,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:C21,TICKER,C21,CTCP Thế Kỷ 21,1,351.89,CTCP Thế Kỷ 21 | Thế Kỷ 21,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:C32,TICKER,C32,CTCP Đầu tư và Xây dựng 3-2,1,473.42,CTCP Đầu tư và Xây dựng 3-2 | Đầu tư và Xây dựng 3-2,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:C47,TICKER,C47,CTCP Xây dựng 47,1,325.26,CTCP Xây dựng 47 | Xây dựng 47,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:C4G,TICKER,C4G,CTCP Tập đoàn CIENCO4,1,1893.69,CTCP Tập đoàn CIENCO4 | CIENCO4,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:C69,TICKER,C69,CTCP Xây dựng 1369,1,1019.7,CTCP Xây dựng 1369 | Xây dựng 1369,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
SECURITY_OTHER:CAFEC,SECURITY_OTHER,CAFEC,CAFEC,1,,,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ tư vấn & nghiên cứu,industry_classification/industry_classification.xlsx
TICKER:CAN,TICKER,CAN,CTCP Đồ hộp Hạ Long,2,103.0,CTCP Đồ hộp Hạ Long | Đồ hộp Hạ Long,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:CAP,TICKER,CAP,CTCP Lâm Nông sản Thực phẩm Yên Bái,1,632.18,CTCP Lâm Nông sản Thực phẩm Yên Bái | Lâm Nông sản Thực phẩm Yên Bái,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Giấy,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:CAR,TICKER,CAR,CTCP Tập đoàn Giáo dục Trí Việt,2,109.07,CTCP Tập đoàn Giáo dục Trí Việt | Giáo dục Trí Việt,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ hỗ trợ việc làm và nguồn nhân lực,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:CAT,TICKER,CAT,CTCP Thủy sản Cà Mau,2,188.68,CTCP Thủy sản Cà Mau | Thủy sản Cà Mau,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:CBI,TICKER,CBI,CTCP Gang thép Cao Bằng,1,632.19,CTCP Gang thép Cao Bằng | Gang thép Cao Bằng,,Nguyên vật liệu,Kim loại & Khai khoáng,Thép,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:CBS,TICKER,CBS,CTCP Mía Đường Cao Bằng,2,117.48,CTCP Mía Đường Cao Bằng | Mía Đường Cao Bằng,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:CC1,TICKER,CC1,Tổng Công ty Xây dựng Số 1 - CTCP,1,18369.19,Tổng Công ty Xây dựng Số 1 - CTCP | Xây dựng Số 1,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:CC4,TICKER,CC4,CTCP Đầu tư và Xây dựng Số 4,1,531.2,CTCP Đầu tư và Xây dựng Số 4 | Đầu tư và Xây dựng Số 4,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
